geneNcbiID,diseaseUMLSCUI
51360,C3502469
51360,C0406761
51360,C3806745
51360,C4746956
51360,C0029434
51360,C5399971
51360,C0343057
51360,C2239176
51360,C0023931
51361,C0006142
51362,C5543326
51362,C0266468
51363,C0024121
51364,C3809543
51364,C4551720
51364,C0265747
51364,C0478019
51364,C0008780
51366,C0006142
51366,C0235782
51366,C1527349
51366,C0152013
51366,C1134719
51366,C1849089
51366,C0431663
51366,C0338106
51366,C1840069
51366,C1853487
51366,C1335060
51366,C0023976
51366,C0241240
51366,C0278701
51366,C4021343
51366,C0454644
51371,C1866029
51371,C0206368
51371,C4747989
51382,C4277682
51384,C0009402
51388,C0006142
51393,C0014170
51398,C5193119
51399,C5394027
51399,C4479631
51399,C5568766
51412,C5193113
51412,C0557874
51412,C1510586
51412,C3714756
51412,C0004352
51412,C5193115
51412,C0036572
51412,C5568766
51412,C0002736
51412,C5680057
51422,C0043202
51422,C0007194
51422,C1849813
51422,C0878544
51422,C1833236
51422,C0149721
51422,C0018802
51422,C0949658
51422,C0017919
51422,C0007193
51422,C0020538
51422,C0392470
51422,C0038454
51422,C1956346
51422,C3495498
51422,C1836906
51422,C4016809
51422,C0042514
51422,C0221217
51426,C0017636
51426,C0033578
51426,C0376358
51426,C4022737
51426,C1514422
51426,C0278878
51426,C0037771
51426,C4225156
51426,C4551563
51427,C0271183
51428,C3463824
51428,C0023467
51428,C1855710
51428,C1292778
51428,C0026985
51428,C4225174
51428,C0002874
51428,C4707228
51428,C5567478
51428,C2930974
51433,C0006142
51434,C5562065
51438,C2239176
51438,C0006142
51441,C2239176
51447,C0020179
51449,C0043094
51451,C0752351
51454,C0040128
51466,C1458155
51466,C0009402
51466,C0009404
51473,C0008313
51473,C0476254
51473,C1857750
51473,C4277690
51473,C4015542
51473,C3711374
51473,C0036341
51473,C0452138
51473,C4479344
51473,C0041671
51473,C5681248
51473,C1838436
51473,C4274018
51473,C0795956
51473,C5779549
51474,C4748092
51475,C1384666
51475,C3711374
51475,C3888355
51475,C0452138
51475,C1846647
51475,C5779549
51477,C0036095
51477,C0010606
51477,C0032460
51479,C0005684
51479,C4273714
51479,C0005695
51491,C0023903
51501,C4225170
51501,C0038356
51501,C0025202
51501,C5567456
51506,C4748081
51510,C0023467
51512,C2239176
51514,C2239176
51514,C0010606
51514,C0036095
51520,C3809522
51520,C4551563
51520,C0018784
51520,C0557874
51520,C0234533
51520,C3278664
51520,C0271902
51520,C4751598
51524,C4277690
51524,C3280906
51524,C0431399
51524,C1855675
51524,C5679612
51524,C0265215
51527,C2939461
51527,C0023470
51530,C0010054
51530,C0151744
51530,C0011860
51530,C0010068
51530,C0264694
51533,C1843156
51533,C0006142
51535,C0006142
51542,C0027746
51542,C4024202
51547,C0015695
51547,C0035126
51547,C0015696
51547,C0036421
51548,C0876994
51548,C0015695
51548,C0016059
51548,C0018800
51548,C0149721
51548,C0600519
51548,C0015696
51548,C0023976
51548,C0242698
51548,C0085215
51548,C5688452
51548,C0553980
51550,C0036572
51550,C0009402
51550,C3714756
51550,C4551563
51554,C0000786
51555,C0011570
51555,C0011581
51555,C0009402
51561,C0033860
51561,C0003873
51561,C0011615
51564,C0006142
51567,C0007758
51567,C0087012
51567,C4750914
51569,C2676244
51569,C4693535
51571,C1135196
51573,C0041696
51573,C1269683
51574,C3554439
51574,C3714756
51574,C4021085
51574,C0025362
51574,C4310702
51574,C0543888
51582,C0023890
51582,C2239176
51582,C0279626
51585,C0023462
51585,C1334655
51586,C0036341
51586,C0036337
51586,C0019569
51592,C0152013
51592,C1621958
51592,C1337013
51593,C0005586
51593,C1269683
51593,C0041696
51593,C0017636
51593,C0278878
51593,C1514422
51594,C3541319
51594,C3809651
51594,C0038356
51594,C5681094
51594,C3278664
51594,C0036341
51594,C1535926
51594,C4053775
51594,C4751598
51599,C0553707
51599,C1368683
51599,C0007097
51601,C0023264
51601,C4225379
51601,C0026827
51601,C2315100
51601,C1384666
51601,C0029131
51601,C5190588
51601,C4049796
51602,C0152013
51602,C1335060
51603,C1854274
51604,C3809356
51604,C0024790
51604,C0036572
51604,C0086774
51604,C0019050
51604,C0557874
51604,C3809369
51604,C3806670
51604,C4022738
51604,C4749459
51604,C0271183
51608,C5774294
51608,C5574948
51611,C5774228
51614,C0007131
51614,C0024121
51614,C0009402
51614,C0008073
51621,C0152021
51621,C2677613
51621,C0014175
51621,C0027051
51626,C4310724
51626,C0265275
51626,C0013903
51626,C4551856
51626,C2910340
51626,C0432195
51626,C0040034
51626,C2749759
51626,C0024507
51626,C1458140
51626,C5231453
51626,C0342907
51633,C3714756
51633,C0432072
51633,C4479520
51633,C0014544
51633,C5568770
51635,C0015696
51635,C4277682
51635,C0015695
51635,C0040336
51643,C0029513
51645,C5543322
51645,C0266468
51645,C1535926
51649,C1458155
51649,C5436466
51650,C0024713
51650,C0236780
51650,C0005587
51650,C0005586
51651,C0007758
51651,C4015728
51651,C0557874
51651,C1384666
51651,C5779989
51651,C0033578
51655,C0033578
51657,C3714756
51657,C0036572
51659,C0010606
51659,C0036095
51660,C3553607
51660,C0236969
51660,C4540040
51663,C5679887
51663,C0027626
51663,C3714756
51663,C0037773
51663,C0040136
51663,C5190578
51668,C0542519
51684,C0025149
51684,C0004779
51684,C0025286
51684,C0751291
51684,C1334970
51684,C0431399
51684,C0206663
51684,C4540342
51684,C0376358
51684,C3489733
51684,C5830451
51684,C0238198
51684,C0334459
51684,C1334410
51684,C4707361
51684,C1333989
51684,C3551915
51684,C0206710
51684,C0027672
51684,C0010276
51684,C2698310
51684,C5393309
51684,C4277690
51684,C1368295
51684,C1535926
51690,C0023520
51692,C0006142
51692,C5676986
51692,C5394312
51692,C5568766
51693,C5193033
51693,C0086651
51693,C0220687
51693,C3714756
51693,C0026707
51701,C1621958
51702,C0432347
51702,C1274708
51702,C4551573
51702,C0006142
51703,C5830477
51703,C0009402
51704,C1858854
51704,C5830625
51715,C1275078
51715,C4551510
51715,C0238198
51715,C1838703
51719,C2239176
51720,C3714756
51725,C0004352
51726,C0085413
51726,C3887499
51726,C0022680
51726,C4748044
51726,C4277690
51726,C0542518
51726,C2751306
51726,C0887850
51726,C0730379
51726,C0431718
51727,C0007131
51728,C5543334
51728,C0038356
51729,C5543189
51733,C1291512
51733,C0004352
51733,C0684276
51733,C0546878
51733,C1527366
51733,C0393699
51733,C1527306
51733,C0007570
51733,C0553558
51733,C0037769
51733,C0025517
51733,C0393698
51734,C0036341
51735,C0036341
51738,C0028754
51738,C0011860
51738,C0018801
51738,C0011570
51738,C0043094
51738,C0028756
51738,C0006625
51738,C0018802
51738,C0014859
51738,C0038358
51738,C0035126
51738,C0009319
51738,C0009324
51738,C0687132
51738,C0279628
51738,C0001418
51738,C0011882
51738,C0005974
51738,C0027746
51738,C4016925
51738,C1866558
51738,C0236736
51738,C2676079
51738,C1845026
51738,C0375359
51741,C3280452
51741,C0557874
51741,C0002395
51741,C0543888
51741,C1458155
51741,C0279626
51741,C0007137
51741,C0014544
51741,C5779964
51741,C3714756
51741,C0751688
51741,C1510586
51741,C0424605
51741,C0038356
51741,C0393706
51741,C0087012
51741,C4015519
51741,C3463992
51741,C0014859
51741,C0037769
51741,C0546837
51741,C4551584
51741,C0157917
51741,C5680057
51741,C4016881
51741,C0157918
51741,C4510744
51741,C0042076
51741,C0677776
51741,C2930619
51741,C0496775
51741,C0016037
51741,C4022738
51741,C0153416
51741,C0157916
51741,C0376532
51741,C0409667
51741,C0497552
51741,C0153413
51741,C0153414
51741,C0153415
51741,C0036341
51741,C0424503
51742,C0010606
51744,C0003873
51744,C0376358
51750,C0265965
51750,C0017638
51750,C1800706
51750,C1846142
51750,C0034069
51750,C1148551
51750,C3554656
51750,C0376358
51750,C0033578
51750,C0024121
51750,C0555198
51750,C0023467
51750,C4225346
51750,C0025202
51750,C0278701
51750,C0259783
51750,C0235653
51750,C0021051
51750,C0153491
51750,C0153492
51750,C0153493
51750,C0024624
51750,C0007104
51750,C4551563
51750,C1321865
51750,C3553617
51750,C0024117
51750,C0850715
51750,C4727832
51750,C3808802
51750,C4551974
51750,C5561926
51752,C0033860
51752,C0004943
51752,C0038013
51752,C0020538
51752,C0302592
51752,C4225381
51755,C0033578
51755,C0677776
51755,C0152013
51755,C1319315
51755,C0262361
51761,C3808977
51761,C0394006
51761,C2750509
51761,C2750234
51761,C4551552
51761,C0014544
51763,C4479410
51763,C0006142
51763,C0024814
51765,C0278701
51776,C4540345
51776,C5567487
51776,C0546264
51776,C2931019
51778,C0007194
51778,C3151204
51778,C0878544
51778,C0949658
51780,C5394263
51780,C0008073
51780,C0557874
51780,C1510586
51780,C5680564
51780,C4022738
51780,C0424503
51780,C5680527
51780,C1535926
51802,C3280674
51804,C0006142
51807,C2750798
51807,C0005586
51807,C5676968
51807,C0004238
51807,C4551563
51807,C0040034
51807,C4304021
51807,C0013261
51808,C0019569
51816,C0038454
51816,C0282492
51816,C0031036
51816,C4289994
51816,C3887654
51816,C3890737
51816,C0265265
51816,C0004943
51816,C0038002
51816,C4749403
51816,C5197805
53335,C0002895
53335,C0005283
53335,C4310833
53335,C0036341
53335,C0557874
53335,C3714756
53335,C0003635
53335,C0006142
53335,C1510586
53335,C5203670
53335,C4551563
53335,C3553450
53335,C4022738
53335,C0220697
53335,C0010606
53335,C1840379
53335,C4539848
53335,C0032460
53335,C1969758
53335,C0023014
53335,C0175754
53335,C0036095
53335,C0454644
53335,C5231391
53335,C0019034
53339,C0520757
53344,C0376358
53345,C0400966
53345,C3241937
53345,C0027051
53345,C0023891
53347,C0008313
53353,C0025202
53353,C0007131
53353,C0024623
53353,C0038356
53353,C0033578
53353,C0152013
53353,C2239176
53353,C0376358
53353,C0007102
53353,C0009404
53353,C0345905
53353,C0153423
53353,C0153421
53353,C0153422
53353,C0024117
53353,C0271183
53353,C0278806
53353,C0153452
53353,C0153491
53353,C1335060
53353,C0153492
53353,C0346629
53353,C0024624
53353,C0007134
53353,C0153493
53353,C0016978
53354,C0027746
53371,C0013421
53371,C0393593
53371,C5830592
53371,C4087174
53373,C0028960
53405,C1384666
53405,C4015050
53405,C0452138
53405,C1846647
53405,C5779549
53615,C0004352
53616,C0036572
53616,C4693688
53616,C3714756
53630,C2676023
53630,C4511672
53632,C0007001
53632,C1968729
53632,C0023772
53632,C5436642
53635,C0038356
53637,C0036421
53826,C0036341
53826,C0023467
53832,C0000786
53834,C1956097
53834,C0235833
53834,C4551563
53834,C0796117
53834,C0019284
53834,C0333068
53836,C0009402
53840,C0376358
53904,C1846784
53904,C3711374
53904,C1384666
53904,C0018784
53904,C5779549
53904,C0452138
53904,C1842137
53904,C0279702
53904,C5680250
53904,C5680182
53904,C1335167
53904,C1335177
53916,C0033578
53917,C1319315
53919,C0011581
53919,C0011570
53919,C1510586
53942,C3888239
53947,C0006413
53947,C0020497
53947,C0599990
53947,C3549486
54014,C0008780
54014,C0021364
54014,C0086438
54014,C0006267
54014,C4551493
54014,C5830608
54014,C0581354
54014,C0001768
54014,C0004352
54014,C0028960
54014,C0085215
54014,C0747085
54082,C5774277
54082,C4748560
54082,C3553932
54084,C3553932
54084,C4748560
54084,C0009402
54084,C0452138
54084,C5774277
54084,C5779549
54084,C1527349
54084,C3711374
54084,C1384666
54084,C0399352
54093,C0009402
54101,C1849718
54101,C0406733
54101,C0265259
54102,C0027070
54106,C0019163
54106,C0021368
54106,C0019196
54106,C2239176
54106,C0024141
54106,C0004096
54106,C0024143
54106,C0041327
54106,C0022661
54106,C0010674
54106,C3539878
54106,C0009402
54106,C0017661
54106,C0033687
54106,C0007222
54106,C0270611
54106,C0006272
54106,C0018200
54106,C0004031
54106,C0032310
54106,C0040588
54106,C0018193
54106,C0036330
54106,C0156147
54112,C4310787
54148,C0751651
54148,C4540031
54148,C0023264
54187,C1864872
54187,C0008073
54205,C0040034
54205,C2677608
54205,C0015695
54205,C0028754
54205,C0022116
54205,C0007786
54205,C0007131
54205,C0030297
54205,C0153460
54205,C0206698
54205,C0280725
54205,C0153458
54205,C0153459
54205,C0153463
54205,C0268583
54205,C0007787
54205,C0263454
54205,C1458140
54205,C1855119
54205,C0015696
54205,C5680462
54206,C0014175
54206,C0032460
54209,C0002395
54209,C0002736
54209,C0338451
54209,C1857316
54209,C4721893
54209,C4011788
54209,C4748657
54209,C0338462
54209,C0751706
54209,C0154319
54210,C0243026
54210,C0684256
54210,C0036341
54210,C0006142
54210,C0004610
54210,C0024530
54210,C0023895
54221,C0004352
54221,C0271183
54221,C1510586
54332,C0007959
54332,C1842983
54332,C1859198
54332,C0027888
54332,C0031117
54332,C1842984
54332,C0011195
54332,C4082197
54332,C0151313
54332,C0152025
54332,C1842197
54332,C0205713
54332,C1408174
54332,C2875300
54332,C1408182
54332,C1263857
54332,C1853710
54332,C1843183
54332,C0728829
54332,C0427144
54332,C4016973
54332,C4750774
54332,C0241005
54332,C0751036
54332,C1314665
54344,C2752007
54344,C5436552
54344,C0026848
54344,C0878544
54344,C4021726
54345,C1843004
54345,C4317151
54345,C0029574
54345,C0311375
54345,C1838703
54345,C0037274
54345,C0037277
54360,C0001973
54361,C0033578
54361,C2675014
54361,C0677886
54361,C1698581
54361,C0022658
54361,C2678492
54361,C0013336
54361,C4305568
54361,C1720887
54363,C1833683
54363,C0033578
54386,C1512419
54407,C0036341
54407,C0030567
54413,C0004352
54413,C1510586
54413,C3714756
54413,C0856975
54413,C1845540
54413,C5568766
54413,C0271623
54414,C0003089
54414,C3150797
54431,C0033578
54433,C1335060
54433,C0152013
54433,C0265965
54433,C0018939
54434,C0025322
54436,C0009402
54436,C0009404
54437,C0006142
54438,C0010068
54438,C0264694
54438,C0010054
54438,C0151744
54440,C5676886
54440,C0021051
54440,C1279481
54443,C2239176
54443,C0017668
54443,C4014993
54443,C0027726
54443,C2902887
54443,C2902888
54443,C0451720
54443,C2902889
54443,C1561643
54443,C0032460
54443,C4273714
54453,C2751321
54456,C0004509
54456,C5676988
54456,C4021107
54456,C3553794
54456,C5681165
54458,C0007131
54463,C0027889
54463,C0020072
54463,C5574675
54463,C2751092
54463,C2752089
54463,C0007959
54463,C0020074
54463,C0020075
54463,C0020071
54463,C0086405
54463,C0270914
54463,C0037773
54463,C0699739
54464,C0002395
54465,C0030297
54465,C0153458
54465,C0153459
54465,C0009402
54465,C0153463
54465,C0153460
54466,C4277682
54467,C1838141
54467,C2919945
54469,C0311375
54469,C0037274
54469,C0037277
54469,C0029574
54469,C0520757
54471,C0029124
54472,C3872815
54472,C5561926
54472,C0024117
54474,C0001418
54474,C0009402
54474,C0038356
54474,C0007528
54475,C0006142
54476,C1859305
54476,C0342384
54476,C0023520
54476,C4331262
54477,C0810364
54477,C0392005
54478,C1832976
54487,C0036341
54487,C1333015
54487,C0012236
54487,C0033975
54487,C0027708
54487,C0349204
54487,C0004936
54487,C0001973
54487,C1332219
54487,C1510586
54496,C0221357
54496,C0028754
54496,C4310689
54496,C5568868
54496,C0036857
54496,C0424503
54496,C1837084
54496,C0349588
54496,C0266295
54496,C1184923
54496,C0020473
54496,C2711227
54496,C0021655
54496,C0262444
54496,C0410528
54496,C0000889
54496,C4022737
54496,C4021759
54496,C5543069
54496,C0543888
54497,C0266468
54497,C5193132
54498,C0038454
54498,C0006142
54498,C0525045
54498,C0740392
54499,C1859252
54499,C0025362
54499,C5677021
54499,C0017612
54499,C0338656
54499,C2981150
54499,C0265677
54499,C4721788
54499,C0038379
54499,C0265695
54499,C0266294
54499,C0036439
54499,C0008924
54499,C0004352
54499,C3553084
54499,C0023529
54499,C0392005
54499,C1849075
54499,C1858033
54499,C0010417
54499,C0454644
54499,C1956257
54499,C1850256
54499,C1860493
54499,C0018784
54499,C0376634
54499,C0040427
54499,C1301509
54499,C0151491
54499,C0557874
54499,C0542519
54499,C1398522
54502,C0157917
54502,C0157916
54502,C0409667
54502,C0157918
54503,C0002726
54503,C0002170
54503,C0029456
54505,C0376358
54507,C0013581
54507,C1644196
54507,C1851286
54507,C1863678
54507,C3541474
54507,C0010278
54517,C5193039
54517,C0524528
54517,C5568766
54520,C0009402
54531,C0036095
54531,C0010606
54532,C0008370
54532,C0268312
54532,C5562043
54532,C0025322
54535,C0279626
54535,C0154536
54535,C0033578
54537,C1847555
54537,C0020459
54538,C0149630
54538,C5193127
54538,C0162872
54538,C0004352
54538,C4476982
54538,C3887892
54538,C4707243
54538,C4476978
54538,C0856747
54538,C0235833
54538,C4476977
54539,C1708371
54539,C0796070
54539,C1838979
54539,C4746985
54539,C4225421
54539,C1535926
54541,C0030567
54541,C0003873
54541,C1269683
54541,C0041696
54541,C0023418
54541,C0027746
54541,C0026636
54551,C5575066
54551,C0032897
54551,C0004352
54551,C3809877
54551,C1535926
54551,C3714756
54551,C1510586
54551,C1858120
54551,C3278923
54551,C4022738
54551,C0036572
54551,C0856975
54551,C0158118
54551,C5680507
54551,C5680508
54551,C5680343
54551,C0008073
54551,C0266362
54551,C5680510
54556,C1168401
54567,C0265268
54567,C1458155
54567,C0282160
54567,C4225271
54567,C2945695
54575,C0010324
54575,C5551003
54575,C0017551
54575,C0270210
54575,C0311468
54575,C4016425
54575,C1866173
54575,C2931132
54576,C5551003
54576,C0017551
54576,C0010324
54576,C1866173
54576,C4016425
54576,C2931132
54576,C0270210
54576,C0311468
54577,C0030297
54577,C0017551
54577,C0010324
54577,C5551003
54577,C0153463
54577,C0311468
54577,C2931132
54577,C0270210
54577,C0153459
54577,C1866173
54577,C4016425
54577,C0153460
54577,C0153458
54577,C0376670
54578,C0017551
54578,C0010324
54578,C5551003
54578,C0019163
54578,C4016425
54578,C1510586
54578,C0011616
54578,C0311468
54578,C2931132
54578,C1866173
54578,C0270210
54579,C5551003
54579,C0017551
54579,C0010324
54579,C0270210
54579,C1866173
54579,C2931132
54579,C4016425
54579,C0311468
54583,C1853286
54583,C0152264
54583,C0235032
54583,C0032461
54583,C0007134
54583,C0027672
54583,C1836778
54583,C5190864
54584,C0036341
54584,C0033975
54584,C0349204
54584,C0005586
54584,C0006142
54585,C5203670
54585,C3714980
54585,C0752166
54585,C0869083
54585,C3888239
54585,C0264490
54585,C4277690
54587,C4021085
54600,C0006142
54600,C0017551
54600,C0010324
54600,C5551003
54600,C2609414
54600,C0270210
54600,C4016425
54600,C0311468
54600,C0022660
54600,C4277682
54600,C1565662
54600,C2931132
54600,C1866173
54617,C2677180
54617,C3149378
54617,C3714756
54617,C0036572
54617,C5191061
54620,C0033860
54620,C0003872
54620,C4022738
54657,C5551003
54657,C0010324
54657,C0017551
54657,C0007570
54657,C4016425
54657,C0270210
54657,C2931132
54657,C1866173
54657,C0311468
54658,C0010324
54658,C0017551
54658,C2931132
54658,C0020433
54658,C0006142
54658,C5551003
54658,C0857007
54658,C0947622
54658,C0007131
54658,C0027947
54658,C0022610
54658,C0014170
54658,C1140680
54658,C0007103
54658,C0919267
54658,C1510586
54658,C0019829
54658,C0270210
54658,C0019163
54658,C0020435
54658,C0156147
54658,C0006739
54658,C1299247
54658,C0023470
54658,C1565662
54658,C2609414
54658,C0011616
54658,C4016425
54658,C0334239
54658,C0022660
54658,C1866173
54658,C0311468
54659,C0017551
54659,C0010324
54659,C5551003
54659,C0311468
54659,C0036341
54659,C2931132
54659,C0270210
54659,C1866173
54659,C4016425
54663,C0025202
54664,C0751072
54664,C4693779
54664,C5203670
54664,C4011788
54664,C0338462
54664,C0011269
54664,C0751706
54674,C1510586
54675,C5774275
54676,C4693848
54676,C0008370
54680,C0009402
54681,C5193124
54681,C3714756
54704,C0034345
54704,C1837429
54704,C0028754
54704,C0033578
54714,C1849792
54714,C0152200
54714,C3665342
54714,C4085590
54714,C0339527
54714,C0242225
54714,C0854723
54714,C0035334
54714,C0271093
54714,C0028738
54714,C1855465
54714,C0476397
54714,C0730292
54714,C4316870
54715,C0004352
54715,C1510586
54715,C0036341
54715,C0557874
54715,C0270850
54715,C3714756
54715,C0376532
54715,C5680057
54715,C1384666
54715,C0346629
54716,C0268654
54716,C0543541
54716,C0025500
54716,C3714756
54716,C0033578
54726,C0002453
54732,C2698259
54738,C0011581
54738,C0011570
54738,C0151744
54738,C0525045
54738,C1510586
54739,C0009375
54739,C0038356
54739,C0021400
54739,C0009404
54739,C0017638
54739,C0018802
54739,C0018801
54739,C0555198
54741,C3554225
54749,C0017605
54756,C0162809
54756,C0033578
54756,C0271623
54756,C3808975
54756,C0034012
54756,C2874190
54756,C0020635
54756,C0271577
54756,C0020619
54756,C2874188
54756,C0221405
54756,C0242342
54756,C0242343
54756,C0013338
54756,C0271582
54756,C2874189
54756,C0342381
54756,C0270611
54756,C0917804
54756,C0010606
54756,C4016983
54757,C2931783
54757,C0002452
54757,C0868847
54757,C0011430
54757,C0011436
54757,C0028878
54757,C2981132
54757,C0157916
54757,C0157917
54757,C0157918
54757,C0409667
54760,C1319315
54765,C0003076
54765,C4310695
54766,C5436597
54768,C1837615
54768,C4551720
54768,C0020255
54768,C0008780
54768,C0265747
54768,C0478019
54768,C0013274
54768,C2973725
54768,C4025279
54777,C0266642
54790,C0023480
54790,C3463824
54790,C0023467
54790,C0020981
54790,C0079774
54790,C0032463
54790,C0040028
54790,C0001815
54790,C2239176
54790,C0033578
54790,C1292778
54790,C0007131
54790,C0026764
54790,C0279626
54790,C0009404
54790,C1301365
54790,C0038356
54790,C0024623
54790,C0280449
54790,C1292776
54790,C2973725
54790,C2713368
54790,C5436860
54790,C0002893
54790,C0153392
54790,C0346153
54790,C0036920
54790,C1318551
54790,C0027643
54790,C0021051
54790,C0153396
54790,C0007134
54790,C1112486
54790,C0023487
54790,C0238301
54790,C0153393
54790,C0153394
54790,C0153395
54790,C0153421
54790,C0153423
54790,C1318550
54790,C0153422
54790,C4016601
54795,C0264886
54795,C1142166
54795,C1970298
54795,C1879286
54795,C0878544
54795,C0033578
54795,C0023976
54795,C0265961
54795,C5193144
54795,C0018801
54795,C0004245
54795,C0018802
54795,C0349788
54795,C0007193
54795,C0007194
54795,C0018790
54795,C0042510
54795,C0035204
54795,C0043202
54795,C0027070
54795,C1631597
54795,C2348199
54795,C2748542
54795,C0520806
54795,C0085298
54796,C0919267
54796,C5231427
54796,C0238506
54796,C0008925
54796,C0376634
54798,C0376358
54800,C0007194
54800,C0079298
54800,C5774308
54800,C0949658
54800,C5561924
54800,C4310631
54800,C5555869
54801,C0919267
54801,C2931456
54802,C4693466
54802,C0543888
54802,C2243051
54805,C0151723
54805,C0036341
54805,C3151295
54805,C4225333
54805,C0012716
54805,C0022658
54805,C0003811
54805,C3888209
54805,C0039621
54805,C5681826
54805,C4022737
54805,C0037773
54806,C1837713
54806,C0431399
54806,C0036341
54806,C0004352
54806,C0687120
54806,C0854723
54806,C0035334
54806,C0035304
54806,C0339527
54806,C5679612
54806,C1510586
54806,C0557874
54806,C0025362
54806,C3489733
54806,C3714756
54806,C0007760
54806,C4551714
54806,C0162538
54806,C4274118
54806,C1846790
54806,C1840379
54806,C1849075
54806,C4316870
54806,C4551568
54806,C0266573
54806,C1858120
54808,C0265286
54808,C3888088
54808,C1846431
54808,C0029422
54808,C0036341
54808,C0008449
54808,C0376358
54808,C0009782
54809,C4284088
54809,C3463824
54809,C1864861
