geneNcbiID,diseaseUMLSCUI
6935,C0029171
6935,C0376407
6938,C0010278
6938,C3715051
6938,C1856266
6938,C1275278
6938,C0162809
6938,C0557874
6938,C0424605
6938,C0221356
6938,C0271623
6938,C5676903
6938,C0242343
6938,C2874188
6938,C0271577
6938,C0020635
6938,C0221405
6938,C2874190
6938,C0242342
6938,C0271582
6938,C0013338
6938,C0342381
6938,C0008073
6938,C2874189
6938,C0454644
6938,C5680088
6939,C0032460
6941,C2239176
6941,C0018784
6941,C0009375
6942,C5193092
6942,C1510586
6942,C0856975
6942,C3714756
6942,C0004352
6942,C0026351
6942,C1263846
6942,C0026106
6942,C0557874
6942,C0026827
6942,C0424711
6942,C0027066
6942,C0005745
6942,C4022737
6942,C4022738
6942,C5568766
6942,C2051831
6942,C2315100
6942,C0010278
6942,C1858120
6943,C0010054
6943,C0010068
6943,C0151744
6943,C0264694
6943,C0018818
6944,C0006142
6945,C0039263
6945,C0003490
6945,C3280471
6947,C0342700
6948,C0342701
6948,C0002888
6948,C0030312
6948,C0009404
6948,C0030567
6948,C0001430
6948,C0158651
6948,C0334389
6948,C0279626
6948,C0008924
6948,C0270612
6948,C0033578
6948,C0004352
6949,C0242387
6949,C0376634
6949,C0009402
6949,C1384666
6949,C4551563
6949,C0010273
6950,C0006142
6950,C0033578
6955,C1961099
6955,C3809332
6957,C1961099
6957,C0342646
6957,C1832108
6957,C0027070
6957,C0268417
6957,C4551632
6957,C0238339
6964,C1961099
6996,C0677776
6997,C0007102
6997,C0079541
6997,C0018798
6997,C1861235
6997,C0431362
6997,C5396362
6997,C5393309
6997,C3178805
6997,C1853444
6997,C1415817
6997,C3151057
6997,C1844020
6997,C0751617
6997,C3553676
6997,C5679777
6997,C0431363
6999,C2931837
6999,C0005586
6999,C0041696
6999,C0040517
6999,C1269683
6999,C0033975
6999,C0349204
6999,C0036341
6999,C0220702
6999,C0004352
6999,C0038187
6999,C0862030
7001,C0025202
7001,C0014859
7001,C0033578
7001,C2239176
7001,C0007097
7001,C0013080
7001,C0003949
7001,C0206639
7001,C0553707
7001,C0029463
7001,C0022548
7001,C1368683
7001,C0023470
7001,C0027626
7003,C1862382
7006,C0152013
7007,C0018784
7007,C1832187
7007,C0011053
7007,C1863655
7007,C3711374
7007,C1384666
7007,C0452138
7007,C0025281
7007,C1846647
7007,C1865866
7007,C0006142
7007,C5779549
7007,C5680250
7007,C0266589
7007,C4016799
7007,C5779548
7007,C5680182
7008,C0041696
7008,C1269683
7010,C1838437
7010,C0023467
7010,C2937220
7010,C0006142
7010,C0158570
7010,C0020302
7010,C0346072
7010,C0279702
7010,C0334533
7010,C0018923
7010,C4310639
7010,C5679814
7010,C1335062
7010,C0014556
7010,C0854893
7010,C4049796
7010,C0027686
7010,C1832977
7010,C1335177
7011,C2239176
7011,C0038356
7011,C0024623
7011,C0024121
7011,C0153422
7011,C0153421
7011,C0153423
7012,C0265965
7012,C0002874
7012,C1800706
7012,C0033578
7012,C1851970
7012,C0025202
7012,C0348890
7012,C4727832
7012,C0376358
7012,C0007137
7012,C4551974
7012,C0851140
7012,C3553622
7012,C5561926
7012,C0040411
7012,C0751688
7014,C0023493
7015,C0017638
7015,C2239176
7015,C0025202
7015,C1800706
7015,C0005695
7015,C0002874
7015,C0007131
7015,C0005684
7015,C0265965
7015,C0023467
7015,C0024121
7015,C0006118
7015,C0152013
7015,C0153633
7015,C0034069
7015,C3151443
7015,C0040136
7015,C0030297
7015,C0025286
7015,C0027819
7015,C1337013
7015,C0919267
7015,C0585362
7015,C1458155
7015,C0023903
7015,C0555198
7015,C0007873
7015,C0149782
7015,C5441745
7015,C0033578
7015,C1512419
7015,C1846142
7015,C0206686
7015,C0279626
7015,C0279543
7015,C0024141
7015,C0238198
7015,C4531138
7015,C0023449
7015,C0235782
7015,C0010314
7015,C0024117
7015,C2939461
7015,C0010068
7015,C0206624
7015,C1851970
7015,C1269683
7015,C4727832
7015,C0041696
7015,C0010054
7015,C0021051
7015,C0750974
7015,C0151744
7015,C3872815
7015,C0334488
7015,C0085786
7015,C3553617
7015,C0334239
7015,C1335469
7015,C0401151
7015,C4551563
7015,C0263498
7015,C0750979
7015,C1335060
7015,C0027672
7015,C0008707
7015,C0002886
7015,C0153460
7015,C0206710
7015,C1334557
7015,C1368295
7015,C0677776
7015,C0014850
7015,C1840169
7015,C0023448
7015,C0034194
7015,C0035126
7015,C4551974
7015,C5561926
7015,C1835047
7015,C0220624
7015,C0022658
7015,C3151444
7015,C0153458
7015,C0153459
7015,C0153463
7015,C0026985
7015,C3275959
7015,C0264694
7015,C3554574
7015,C4048270
7015,C0348890
7015,C5197805
7016,C0006142
7018,C0282193
7018,C0521802
7018,C0002871
7018,C0011854
7018,C0021368
7018,C0035258
7018,C0028754
7018,C0015695
7018,C0002395
7018,C0085762
7018,C2609414
7018,C0020456
7018,C0007097
7018,C0004352
7018,C0027726
7018,C0022660
7018,C0036341
7018,C0149519
7018,C0029810
7018,C0019189
7018,C0001308
7018,C0012242
7018,C0027626
7018,C0015696
7018,C3806153
7018,C4277682
7018,C1565662
7018,C0392400
7018,C1332338
7018,C3808920
7018,C0013502
7018,C0278752
7018,C0152013
7018,C0345967
7018,C1335060
7018,C0553707
7018,C0030524
7018,C1368683
7019,C0002395
7019,C0030567
7019,C4310690
7019,C0020179
7019,C0025322
7019,C0002736
7019,C0018784
7019,C0027877
7019,C0006079
7019,C0030569
7019,C0022797
7019,C1850451
7019,C0751383
7019,C0022340
7020,C0376524
7020,C1458155
7020,C0239234
7020,C0026010
7020,C0240635
7020,C0521525
7020,C0020534
7020,C0240063
7020,C0265234
7020,C0028738
7020,C0002418
7020,C0522214
7020,C0014877
7020,C0151611
7020,C4022737
7020,C0376634
7020,C0022658
7020,C0023316
7020,C0015393
7020,C0678230
7021,C0013274
7021,C1868570
7021,C0018566
7021,C0001973
7021,C4284595
7021,C0020534
7021,C0005910
7021,C1850049
7021,C0423109
7021,C0426428
7021,C0423250
7021,C0010278
7021,C5568140
7021,C0238062
7021,C0376634
7022,C0038356
7022,C3496069
7022,C4551563
7024,C1269683
7024,C0041696
7025,C3810363
7025,C0557874
7025,C0036572
7025,C1510586
7025,C1458155
7025,C0015310
7025,C0266491
7025,C1837658
7025,C3887898
7025,C0029513
7025,C4024960
7025,C0948163
7025,C1854301
7025,C4022738
7025,C0020505
7025,C1858120
7025,C1842581
7025,C0266464
7026,C0014175
7026,C0019284
7026,C4014310
7026,C0600031
7026,C5394441
7026,C2751824
7026,C0021361
7026,C5680290
7026,C3640086
7026,C4277682
7026,C1535926
7027,C4321324
7027,C5399763
7027,C0157918
7027,C0157917
7027,C0409667
7027,C0157916
7029,C0278752
7029,C0392400
7029,C1332338
7029,C0345967
7030,C0007134
7030,C0206657
7030,C4518356
7030,C0206732
7030,C5561930
7030,C3714756
7030,C1535926
7030,C3275446
7030,C4022737
7031,C0699791
7031,C0007570
7031,C0242488
7032,C0242488
7033,C2609414
7033,C0022660
7033,C0022658
7033,C0333355
7033,C0027643
7033,C1565662
7035,C0019069
7035,C0042487
7035,C0012739
7035,C0242666
7035,C0242184
7035,C0027051
7035,C0023890
7035,C0034069
7035,C0001883
7035,C0034155
7035,C0862030
7035,C0745048
7035,C0158450
7035,C0158451
7035,C0007787
7035,C0157917
7035,C0157918
7035,C0029445
7035,C0027543
7035,C0003977
7035,C0158442
7035,C0158449
7035,C1861171
7035,C0600327
7035,C0157916
7035,C0409667
7036,C1858664
7036,C0018995
7036,C3469186
7036,C0392514
7036,C0005283
7036,C5816744
7037,C0005283
7037,C0028754
7037,C0021368
7037,C5568133
7037,C0026764
7037,C1458155
7037,C0023434
7037,C0678222
7037,C0012715
7037,C0017638
7037,C0009404
7037,C0005695
7037,C0024121
7037,C0005684
7037,C1140680
7037,C0024305
7037,C2711630
7037,C0919267
7037,C0032460
7037,C1510586
7037,C0029810
7037,C1299247
7037,C0027055
7037,C0151744
7037,C0079487
7037,C0085110
7037,C0677776
7037,C0555198
7037,C0000786
7038,C0018213
7038,C0920350
7038,C0018021
7038,C0677607
7038,C4273748
7038,C0013336
7038,C0342194
7038,C0011570
7038,C0003469
7038,C0003089
7039,C0018671
7039,C0023903
7039,C0273115
7039,C0033860
7039,C0038356
7039,C0033578
7039,C0021368
7039,C0034069
7039,C0007131
7039,C2239176
7039,C0030354
7039,C0206624
7039,C0020542
7039,C4082304
7039,C0034063
7039,C0017160
7039,C0027746
7039,C3711374
7039,C0333355
7039,C0162770
7039,C0205875
7040,C0011989
7040,C0034069
7040,C0027051
7040,C0004096
7040,C0010674
7040,C0021368
7040,C0024121
7040,C0024115
7040,C0024117
7040,C0030297
7040,C0011881
7040,C0011581
7040,C0016059
7040,C0009404
7040,C2239176
7040,C0021390
7040,C0400966
7040,C0019189
7040,C0243026
7040,C0022658
7040,C0001418
7040,C0023890
7040,C0038454
7040,C0033687
7040,C0017668
7040,C0011860
7040,C0017661
7040,C0006142
7040,C0033578
7040,C0029456
7040,C0007134
7040,C0029172
7040,C0011615
7040,C0020538
7040,C0032285
7040,C0008925
7040,C0341106
7040,C0007097
7040,C0242488
7040,C0030848
7040,C3241937
7040,C0030354
7040,C0600519
7040,C0521607
7040,C0007137
7040,C0036202
7040,C0029458
7040,C0037286
7040,C0085584
7040,C1368683
7040,C0338106
7040,C0013264
7040,C0020507
7040,C0022661
7040,C0036341
7040,C0026764
7040,C0020542
7040,C0002874
7040,C0004943
7040,C0042164
7040,C0008312
7040,C0014544
7040,C0086132
7040,C0241910
7040,C0022660
7040,C0751688
7040,C0026848
7040,C2609414
7040,C0011882
7040,C0525045
7040,C0018099
7040,C0033975
7040,C0018213
7040,C0349204
7040,C0040028
7040,C0027726
7040,C0036205
7040,C0005586
7040,C0740394
7040,C0023891
7040,C0013295
7040,C0013238
7040,C0038363
7040,C0040583
7040,C0027719
7040,C0029607
7040,C0006111
7040,C0029422
7040,C0206627
7040,C0455503
7040,C0003504
7040,C0020517
7040,C1334603
7040,C0265287
7040,C0019069
7040,C4748708
7040,C0007140
7040,C0005138
7040,C0019284
7040,C0023892
7042,C0003486
7042,C0009404
7042,C2697932
7042,C2239176
7042,C0162872
7042,C0152013
7042,C0008925
7042,C0017601
7042,C0024796
7042,C0018798
7042,C0014175
7042,C3553762
7042,C0376634
7042,C0013720
7042,C4707243
7042,C0345967
7042,C0008311
7042,C0003504
7042,C1836635
7042,C0010520
7042,C0278752
7042,C0029866
7042,C0151491
7042,C0003089
7042,C0264774
7042,C0206762
7042,C1862389
7042,C0015393
7042,C0155568
7042,C3888239
7042,C0346629
7042,C0392400
7042,C0042063
7042,C0035238
7042,C1335299
7042,C1332338
7043,C3810012
7043,C2697932
7043,C0008925
7043,C0349788
7043,C1862511
7043,C4707243
7043,C0265857
7043,C0151636
7043,C1142166
7043,C0333068
7043,C1836635
7043,C5679932
7043,C5679933
7043,C1960469
7043,C0008073
7043,C3553762
7043,C0035238
7043,C0344329
7043,C1832931
7043,C3711374
7043,C0023976
7043,C0007194
7044,C3178805
7044,C0018798
7044,C0152021
7044,C1866091
7045,C0010035
7045,C1275685
7045,C0010036
7045,C0339278
7045,C0521723
7045,C1690006
7045,C1641846
7045,C1562894
7045,C0018179
7045,C0243026
7045,C0011881
7045,C1837974
7045,C0000786
7046,C2697932
7046,C0009404
7046,C0546476
7046,C0024796
7046,C4551955
7046,C0005695
7046,C0005684
7046,C0340643
7046,C1836635
7046,C0037286
7046,C2931058
7046,C1335302
7046,C4707243
7046,C0013720
7046,C0010278
7046,C0345982
7046,C1333990
7046,C1836996
7046,C0009405
7046,C0346629
7046,C2609414
7046,C2673186
7046,C0000786
7046,C0027070
7046,C4083047
7046,C1565662
7046,C4225429
7046,C0041948
7046,C0022660
7046,C0023890
7046,C4277682
7046,C1258104
7047,C0270736
7048,C2697932
7048,C2674574
7048,C0024796
7048,C1333990
7048,C0162872
7048,C0009405
7048,C0002940
7048,C0003486
7048,C0009375
7048,C0024121
7048,C0345050
7048,C1458155
7048,C0009402
7048,C0030297
7048,C0007102
7048,C0007097
7048,C0033578
7048,C0279626
7048,C0009782
7048,C0014859
7048,C1836635
7048,C0005967
7048,C0340643
7048,C0152018
7048,C2931058
7048,C4552100
7048,C0011881
7048,C1860896
7048,C4707243
7048,C0149931
7048,C0019294
7048,C0206624
7048,C0546837
7048,C0013720
7048,C0006118
7048,C0238198
7048,C0153458
7048,C0265012
7048,C0741160
7048,C0856747
7048,C0153463
7048,C1305122
7048,C4321324
7048,C0265010
7048,C0153459
7048,C0153460
7048,C5399763
7048,C0015672
7048,C0496775
7048,C0153414
7048,C0016658
7048,C1368683
7048,C0376634
7048,C0553707
7048,C0015393
7048,C0043202
7048,C4551955
7048,C0920269
7048,C0005940
7048,C2200127
7048,C0153415
7048,C0153416
7048,C0019295
7048,C0019296
7048,C0153413
7048,C0278701
7049,C0376358
7049,C0009782
7049,C0021359
7049,C4707243
7050,C0079541
7050,C1840528
7050,C5393309
7050,C5396362
7050,C0431362
7050,C0751617
7050,C0431363
7050,C5679777
7050,C2930619
7050,C0027626
7051,C0079154
7051,C0020758
7051,C0020757
7051,C4511230
7051,C1855789
7051,C0079583
7051,C4551630
7051,C0239849
7051,C0263454
7051,C3543867
7051,C3536797
7051,C0013238
7051,C4305324
7051,C0042842
7051,C0023895
7051,C0235032
7051,C0037268
7051,C0265965
7052,C0007570
7052,C0030297
7052,C0007134
7052,C1458155
7052,C0009402
7052,C0017636
7052,C0006118
7052,C0020538
7052,C0036341
7052,C0005586
7052,C0153463
7052,C0153459
7052,C1514422
7052,C0153460
7052,C0157946
7052,C0153458
7052,C0278878
7052,C0014859
7053,C0432347
7053,C2239176
7053,C4310649
7054,C0030567
7054,C0242422
7054,C0020538
7054,C0393593
7054,C0031511
7054,C0011581
7054,C0525045
7054,C5700309
7054,C0013421
7054,C0027819
7054,C0005586
7054,C0011570
7054,C0028754
7054,C0041696
7054,C0001973
7054,C1269683
7054,C0085584
7054,C0011206
7054,C0752347
7054,C2239176
7054,C0085580
7054,C0007370
7054,C0221480
7054,C0025362
7054,C0006111
7054,C0027746
7054,C1257877
7054,C0023186
7054,C0018799
7054,C0013386
7054,C3887506
7054,C0751265
7056,C2931788
7056,C0012739
7056,C0022658
7056,C0398623
7056,C2609414
7056,C0040053
7056,C3280976
7056,C0023895
7056,C0027051
7056,C0022660
7056,C0023487
7056,C0003873
7056,C0034065
7056,C0087086
7056,C0004096
7056,C0034155
7056,C0038356
7056,C0035222
7056,C0007785
7056,C0020429
7056,C0007274
7056,C2752036
7056,C0040034
7056,C1565662
7056,C5680166
7056,C1963943
7056,C4025731
7056,C1458140
7057,C1458155
7057,C0016059
7057,C0030297
7057,C0035126
7057,C0206698
7057,C0011875
7057,C0011884
7057,C0023890
7057,C0887833
7057,C0036341
7057,C1510586
7057,C0339573
7057,C0153459
7057,C0153461
7057,C0280725
7057,C0153460
7057,C0153458
7057,C0153463
7057,C0027707
7057,C0409667
7057,C0157918
7057,C0157916
7057,C0085215
7057,C4277682
7057,C0011871
7057,C0157917
7057,C0019156
7058,C0011849
7058,C2676840
7058,C0011871
7058,C0158252
7058,C0011875
7059,C0006142
7059,C0376358
7060,C3888239
7062,C0432347
7062,C4310648
7066,C0040034
7066,C0836924
7066,C1327915
7066,C0040028
7066,C0002874
7066,C4303761
7066,C0878544
7066,C3277671
7066,C1458140
7066,C2751260
7066,C4277682
7066,C5190891
7066,C0038454
7066,C4749944
7066,C0036529
7066,C0033141
7067,C5680127
7067,C0010308
7067,C3280817
7067,C0007134
7067,C0014175
7067,C0749420
7067,C0342151
7067,C0342154
7067,C0019284
7067,C1535926
7068,C1840364
7068,C2940786
7068,C4722330
7068,C0206682
7068,C0678222
7068,C0004238
7068,C2937288
7068,C0007134
7068,C0376358
7068,C0033578
7068,C0730292
7068,C3489796
7068,C0851140
7068,C0019284
7068,C1535926
7068,C0376634
7069,C0007097
7069,C1368683
7069,C0553707
7070,C2239176
7070,C0035309
7070,C0035126
7071,C0007194
7072,C0221054
7072,C5436882
7072,C2931290
7073,C0750935
7073,C0004114
7074,C5676998
7074,C0009402
7074,C1862939
7074,C0026640
7074,C0751688
7074,C0007137
7074,C5568766
7074,C0085084
7075,C5543614
7075,C1313885
7076,C0021368
7076,C0020538
7076,C0018799
7076,C0002940
7076,C0034069
7076,C0011860
7076,C0017661
7076,C0035222
7076,C0029172
7076,C0042373
7076,C0008311
7076,C0023891
7076,C0042345
7076,C0752130
7076,C0752127
7076,C0018824
7076,C0003089
7076,C0019202
7076,C0079485
7076,C0027626
7076,C0029171
7076,C0264774
7076,C0005398
7076,C1720887
7076,C0006663
7076,C0155568
7076,C0003504
7077,C0005695
7077,C0005684
7077,C0027051
7077,C0026654
7077,C0028797
7077,C0032226
7077,C0005398
7077,C0006663
7077,C0000786
7078,C1850938
7078,C0009319
7078,C0678222
7078,C0024437
7078,C0038356
7078,C0005695
7078,C0005684
7078,C0004096
7078,C0854723
7078,C0000786
7078,C0005686
7078,C1849694
7078,C0917804
7078,C0023895
7078,C0235032
7078,C0027626
7078,C0029827
7079,C0033578
7079,C0027708
7079,C1333015
7079,C1332219
7080,C0393584
7080,C1970269
7080,C0008489
7080,C0238463
7080,C0024115
7080,C0013421
7080,C1337013
7080,C1859098
7080,C0029542
7080,C0019284
7080,C4721429
7080,C0026764
7080,C1853488
7080,C1535926
7082,C0006114
7082,C0349788
7082,C1510586
7082,C0085580
7083,C2239176
7083,C0009404
7083,C0152013
7083,C1335060
7084,C0162670
7084,C0026848
7084,C0342782
7084,C4310734
7084,C3501891
7084,C3149750
7084,C1850303
7084,C4021745
7086,C0043121
7086,C0001973
7086,C5700245
7086,C0242184
7086,C1368683
7086,C0553707
7086,C0027626
7086,C0007097
7087,C1458155
7087,C0006142
7087,C5203670
7087,C0009404
7088,C0011581
7088,C0011570
7090,C1458155
7090,C0085084
7090,C1862939
7090,C0003873
7091,C0007097
7091,C1368683
7091,C0553707
7091,C0151744
7092,C2751315
7092,C0018817
7092,C0018798
7092,C0010054
7092,C0010068
7092,C0264694
7092,C0151744
7092,C0006142
7092,C5680294
7092,C0344724
7093,C0005586
7093,C0026847
7093,C0239548
7093,C1850794
7093,C0541794
7093,C4021727
7093,C0221629
7093,C0239842
7094,C0003467
7094,C0027626
7094,C0029456
7094,C0007758
7094,C1263846
7094,C0343084
7096,C0023343
7096,C0004096
7096,C0017661
7096,C0003873
7096,C0034186
7096,C0004030
7096,C0041295
7096,C2750733
7096,C0270611
7096,C2750734
7097,C0023343
7097,C0021368
7097,C0004943
7097,C0009404
7097,C0041327
7097,C0042029
7097,C0003873
7097,C2239176
7097,C0011615
7097,C0011854
7097,C0006142
7097,C0702166
7097,C0004096
7097,C0033578
7097,C0025294
7097,C0036341
7097,C0376358
7097,C0018801
7097,C0038160
7097,C0018802
7097,C0005684
7097,C0005695
7097,C0024115
7097,C0005586
7097,C0876994
7097,C2609414
7097,C0022568
7097,C0085580
7097,C0022660
7097,C0035126
7097,C0085762
7097,C0035455
7097,C0042900
7097,C0014457
7097,C0042165
7097,C0346629
7097,C0878544
7097,C0036508
7097,C0270611
7097,C0152068
7097,C0152249
7097,C1135745
7097,C1135746
7097,C0041295
7097,C0002103
7097,C1136209
7097,C1136210
7097,C1135747
7097,C1565662
7097,C2713368
7097,C0015404
7097,C0036529
7097,C0026229
7097,C1858438
7097,C1834752
7097,C1258104
7097,C0033141
7097,C1968668
7097,C0008370
7098,C0276226
7098,C0019196
7098,C0004096
7098,C0019163
7098,C0023890
7098,C0036341
7098,C0019693
7098,C0011854
7098,C0015967
7098,C0021051
7098,C1262477
7098,C0006114
7098,C2751803
7098,C5391534
7098,C1836230
7098,C2750180
7099,C0021368
7099,C0004943
7099,C0025202
7099,C2239176
7099,C0004153
7099,C0010054
7099,C0011882
7099,C0003864
7099,C0027051
7099,C0016059
7099,C0042029
7099,C0948089
7099,C0520459
7099,C0011860
7099,C0004096
7099,C0032285
7099,C0243026
7099,C2609414
7099,C0033578
7099,C0002395
7099,C0011884
7099,C0036341
7099,C0020538
7099,C0015695
7099,C0151744
7099,C0339573
7099,C0009404
7099,C0273115
7099,C0041327
7099,C0005586
7099,C0022660
7099,C0035126
7099,C0035078
7099,C0919267
7099,C0011615
7099,C0011849
7099,C0010068
7099,C0006142
7099,C0270611
7099,C0024117
7099,C0042900
7099,C0152136
7099,C1262477
7099,C0025294
7099,C0031069
7099,C0015696
7099,C0238013
7099,C0085762
7099,C0152013
7099,C0279628
7099,C0035235
7099,C0340288
7099,C0039483
7099,C0022568
7099,C0007097
7099,C0024121
7099,C0206368
7099,C0007273
7099,C1368683
7099,C3658208
7099,C3825727
7099,C0264694
7099,C0751265
7099,C0024437
7099,C0003850
7099,C0162820
7099,C1136210
7099,C1135747
7099,C1136209
7099,C1135745
7099,C0042165
7099,C0002103
7099,C0155477
7099,C1384666
7099,C1135746
7099,C1565662
7099,C0242698
7099,C0014457
7099,C0553707
7099,C0023186
7099,C0027626
7099,C0005398
7099,C0156147
7099,C1847014
7099,C0011616
7099,C0031051
7099,C0085580
7100,C0024141
7100,C0023241
7100,C0025229
7100,C0010674
7100,C0033578
7100,C1864265
7100,C3715193
7100,C4277682
7100,C1837872
7100,C0010692
7100,C0220994
7101,C0005586
7101,C0036341
7101,C0853193
7102,C3714756
7102,C2931498
7102,C1846174
7102,C3501611
7103,C0005586
7103,C0036341
7103,C1527349
7103,C0035222
7104,C0023895
7106,C0006142
